caldt,ncindx
24/08/2004,1836.89
25/08/2004,1860.72
26/08/2004,1852.92
27/08/2004,1862.09
30/08/2004,1836.49
31/08/2004,1838.10
01/09/2004,1850.41
02/09/2004,1873.43
03/09/2004,1844.48
07/09/2004,1858.56
08/09/2004,1850.64
09/09/2004,1869.65
10/09/2004,1894.31
13/09/2004,1910.38
14/09/2004,1915.40
15/09/2004,1896.52
16/09/2004,1904.08
17/09/2004,1910.09
20/09/2004,1908.07
21/09/2004,1921.18
22/09/2004,1885.71
23/09/2004,1886.43
24/09/2004,1879.48
27/09/2004,1859.88
28/09/2004,1869.87
29/09/2004,1893.94
30/09/2004,1896.84
01/10/2004,1942.20
04/10/2004,1952.40
05/10/2004,1955.50
06/10/2004,1971.03
07/10/2004,1948.52
08/10/2004,1919.97
11/10/2004,1928.76
12/10/2004,1925.17
13/10/2004,1920.53
14/10/2004,1903.02
15/10/2004,1911.50
18/10/2004,1936.52
19/10/2004,1922.90
20/10/2004,1932.97
21/10/2004,1953.62
22/10/2004,1915.14
25/10/2004,1914.04
26/10/2004,1928.79
27/10/2004,1969.99
28/10/2004,1975.74
29/10/2004,1974.99
01/11/2004,1979.87
02/11/2004,1984.79
03/11/2004,2004.33
04/11/2004,2023.63
05/11/2004,2038.94
08/11/2004,2039.25
09/11/2004,2043.33
10/11/2004,2034.56
11/11/2004,2061.27
12/11/2004,2085.34
15/11/2004,2094.09
16/11/2004,2078.62
17/11/2004,2099.68
18/11/2004,2104.28
19/11/2004,2070.63
22/11/2004,2085.19
23/11/2004,2084.28
24/11/2004,2102.54
26/11/2004,2101.97
29/11/2004,2106.87
30/11/2004,2096.81
01/12/2004,2138.23
02/12/2004,2143.57
03/12/2004,2147.96
06/12/2004,2151.25
07/12/2004,2114.66
08/12/2004,2126.11
09/12/2004,2129.01
10/12/2004,2128.07
13/12/2004,2148.50
14/12/2004,2159.84
15/12/2004,2162.55
16/12/2004,2146.15
17/12/2004,2135.20
20/12/2004,2127.85
21/12/2004,2150.91
22/12/2004,2157.03
23/12/2004,2160.62
27/12/2004,2154.22
28/12/2004,2177.19
29/12/2004,2177.00
30/12/2004,2178.34
31/12/2004,2175.44
03/01/2005,2152.15
04/01/2005,2107.86
05/01/2005,2091.24
06/01/2005,2090.00
07/01/2005,2088.61
10/01/2005,2097.04
11/01/2005,2079.62
12/01/2005,2092.53
13/01/2005,2070.56
14/01/2005,2087.91
18/01/2005,2106.04
19/01/2005,2073.59
20/01/2005,2045.88
21/01/2005,2034.27
24/01/2005,2008.70
25/01/2005,2019.95
26/01/2005,2046.09
27/01/2005,2047.15
28/01/2005,2035.83
31/01/2005,2062.41
01/02/2005,2068.70
02/02/2005,2075.06
03/02/2005,2057.64
04/02/2005,2086.66
07/02/2005,2082.03
08/02/2005,2086.68
09/02/2005,2052.55
10/02/2005,2053.10
11/02/2005,2076.66
14/02/2005,2082.91
15/02/2005,2089.21
16/02/2005,2087.43
17/02/2005,2061.34
18/02/2005,2058.62
22/02/2005,2030.32
23/02/2005,2031.25
24/02/2005,2051.70
25/02/2005,2065.40
28/02/2005,2051.72
01/03/2005,2071.25
02/03/2005,2067.50
03/03/2005,2058.40
04/03/2005,2070.61
07/03/2005,2090.21
08/03/2005,2073.55
09/03/2005,2061.29
10/03/2005,2059.72
11/03/2005,2041.60
14/03/2005,2051.04
15/03/2005,2034.98
16/03/2005,2015.75
17/03/2005,2016.42
18/03/2005,2007.79
21/03/2005,2007.51
22/03/2005,1989.34
23/03/2005,1990.22
24/03/2005,1991.06
28/03/2005,1992.52
29/03/2005,1973.88
30/03/2005,2005.67
31/03/2005,1999.23
01/04/2005,1984.81
04/04/2005,1991.07
05/04/2005,1999.32
06/04/2005,1999.14
07/04/2005,2018.79
08/04/2005,1999.35
11/04/2005,1992.12
12/04/2005,2005.40
13/04/2005,1974.37
14/04/2005,1946.71
15/04/2005,1908.15
18/04/2005,1912.92
19/04/2005,1932.36
20/04/2005,1913.76
21/04/2005,1962.41
22/04/2005,1932.19
25/04/2005,1950.78
26/04/2005,1927.44
27/04/2005,1930.43
28/04/2005,1904.18
29/04/2005,1921.65
02/05/2005,1928.65
03/05/2005,1933.07
04/05/2005,1962.23
05/05/2005,1961.80
06/05/2005,1967.35
09/05/2005,1979.67
10/05/2005,1962.77
11/05/2005,1971.55
12/05/2005,1963.88
13/05/2005,1976.78
16/05/2005,1994.43
17/05/2005,2004.15
18/05/2005,2030.65
19/05/2005,2042.58
20/05/2005,2046.42
23/05/2005,2056.65
24/05/2005,2061.62
25/05/2005,2050.12
26/05/2005,2071.24
27/05/2005,2075.73
31/05/2005,2068.22
01/06/2005,2087.86
02/06/2005,2097.80
03/06/2005,2071.43
06/06/2005,2075.76
07/06/2005,2067.16
08/06/2005,2060.18
09/06/2005,2076.91
10/06/2005,2063.00
13/06/2005,2068.96
14/06/2005,2069.04
15/06/2005,2074.92
16/06/2005,2089.15
17/06/2005,2090.11
20/06/2005,2088.13
21/06/2005,2091.07
22/06/2005,2092.03
23/06/2005,2070.66
24/06/2005,2053.27
27/06/2005,2045.20
28/06/2005,2069.89
29/06/2005,2068.89
30/06/2005,2056.96
01/07/2005,2057.37
05/07/2005,2078.75
06/07/2005,2068.65
07/07/2005,2075.66
08/07/2005,2112.88
11/07/2005,2135.43
12/07/2005,2143.15
13/07/2005,2144.11
14/07/2005,2152.82
15/07/2005,2156.78
18/07/2005,2144.87
19/07/2005,2173.18
20/07/2005,2188.57
21/07/2005,2178.60
22/07/2005,2179.74
25/07/2005,2166.74
26/07/2005,2175.99
27/07/2005,2186.22
28/07/2005,2198.44
29/07/2005,2184.83
01/08/2005,2195.38
02/08/2005,2218.15
03/08/2005,2216.81
04/08/2005,2191.32
05/08/2005,2177.91
08/08/2005,2164.39
09/08/2005,2174.19
10/08/2005,2157.81
11/08/2005,2174.55
12/08/2005,2156.90
15/08/2005,2167.04
16/08/2005,2137.06
17/08/2005,2145.15
18/08/2005,2136.08
19/08/2005,2135.56
22/08/2005,2141.41
23/08/2005,2137.25
24/08/2005,2128.91
25/08/2005,2134.37
26/08/2005,2120.77
29/08/2005,2137.65
30/08/2005,2129.76
31/08/2005,2152.09
01/09/2005,2147.90
02/09/2005,2141.07
06/09/2005,2166.86
07/09/2005,2172.03
08/09/2005,2166.03
09/09/2005,2175.51
12/09/2005,2182.83
13/09/2005,2171.75
14/09/2005,2149.33
15/09/2005,2146.15
16/09/2005,2160.35
19/09/2005,2145.26
20/09/2005,2131.33
21/09/2005,2106.64
22/09/2005,2110.78
23/09/2005,2116.84
26/09/2005,2121.46
27/09/2005,2116.42
28/09/2005,2115.40
29/09/2005,2141.22
30/09/2005,2151.69
03/10/2005,2155.43
04/10/2005,2139.36
05/10/2005,2103.02
06/10/2005,2084.08
07/10/2005,2090.35
10/10/2005,2078.92
11/10/2005,2061.09
12/10/2005,2037.47
13/10/2005,2047.22
14/10/2005,2064.83
17/10/2005,2070.30
18/10/2005,2056.00
19/10/2005,2091.24
20/10/2005,2068.11
21/10/2005,2082.21
24/10/2005,2115.83
25/10/2005,2109.45
26/10/2005,2100.05
27/10/2005,2063.81
28/10/2005,2089.88
31/10/2005,2120.30
01/11/2005,2114.05
02/11/2005,2144.31
03/11/2005,2160.22
04/11/2005,2169.43
07/11/2005,2178.24
08/11/2005,2172.07
09/11/2005,2175.81
10/11/2005,2196.68
11/11/2005,2202.47
14/11/2005,2200.95
15/11/2005,2186.74
16/11/2005,2187.93
17/11/2005,2220.46
18/11/2005,2227.07
21/11/2005,2241.67
22/11/2005,2253.56
23/11/2005,2259.98
25/11/2005,2263.01
28/11/2005,2239.37
29/11/2005,2232.71
30/11/2005,2232.82
01/12/2005,2267.17
02/12/2005,2273.37
05/12/2005,2257.64
06/12/2005,2260.76
07/12/2005,2252.01
08/12/2005,2246.46
09/12/2005,2256.73
12/12/2005,2260.95
13/12/2005,2265.00
14/12/2005,2262.59
15/12/2005,2260.63
16/12/2005,2252.48
19/12/2005,2222.74
20/12/2005,2222.42
21/12/2005,2231.66
22/12/2005,2246.49
23/12/2005,2249.42
27/12/2005,2226.89
28/12/2005,2228.94
29/12/2005,2218.16
30/12/2005,2205.32
03/01/2006,2243.74
04/01/2006,2263.46
05/01/2006,2276.87
06/01/2006,2305.62
09/01/2006,2318.69
10/01/2006,2320.32
11/01/2006,2331.36
12/01/2006,2316.69
13/01/2006,2317.04
17/01/2006,2302.69
18/01/2006,2279.64
19/01/2006,2301.81
20/01/2006,2247.70
23/01/2006,2248.47
24/01/2006,2265.25
25/01/2006,2260.65
26/01/2006,2283.00
27/01/2006,2304.23
30/01/2006,2306.78
31/01/2006,2305.82
01/02/2006,2310.56
02/02/2006,2281.57
03/02/2006,2262.58
06/02/2006,2258.80
07/02/2006,2244.96
08/02/2006,2266.98
09/02/2006,2255.87
10/02/2006,2261.88
13/02/2006,2239.81
14/02/2006,2262.17
15/02/2006,2276.43
16/02/2006,2294.63
17/02/2006,2282.36
21/02/2006,2262.96
22/02/2006,2283.17
23/02/2006,2279.32
24/02/2006,2287.04
27/02/2006,2307.18
28/02/2006,2281.39
01/03/2006,2314.64
02/03/2006,2311.11
03/03/2006,2302.60
06/03/2006,2286.03
07/03/2006,2268.38
08/03/2006,2267.46
09/03/2006,2249.72
10/03/2006,2262.04
13/03/2006,2267.03
14/03/2006,2295.90
15/03/2006,2311.84
16/03/2006,2299.56
17/03/2006,2306.48
20/03/2006,2314.11
21/03/2006,2294.23
22/03/2006,2303.35
23/03/2006,2300.15
24/03/2006,2312.82
27/03/2006,2315.58
28/03/2006,2304.46
29/03/2006,2337.78
30/03/2006,2340.82
31/03/2006,2339.79
03/04/2006,2336.74
04/04/2006,2345.36
05/04/2006,2359.75
06/04/2006,2361.17
07/04/2006,2339.02
10/04/2006,2333.27
11/04/2006,2310.35
12/04/2006,2314.68
13/04/2006,2326.11
17/04/2006,2311.16
18/04/2006,2356.14
19/04/2006,2370.88
20/04/2006,2362.55
21/04/2006,2342.86
24/04/2006,2333.38
25/04/2006,2330.30
26/04/2006,2333.63
27/04/2006,2344.95
28/04/2006,2322.57
01/05/2006,2304.79
02/05/2006,2309.84
03/05/2006,2303.97
04/05/2006,2323.90
05/05/2006,2342.57
08/05/2006,2344.99
09/05/2006,2338.25
10/05/2006,2320.74
11/05/2006,2272.70
12/05/2006,2243.78
15/05/2006,2238.52
16/05/2006,2229.13
17/05/2006,2195.80
18/05/2006,2180.32
19/05/2006,2193.88
22/05/2006,2172.86
23/05/2006,2158.76
24/05/2006,2169.17
25/05/2006,2198.24
26/05/2006,2210.37
30/05/2006,2164.74
31/05/2006,2178.88
01/06/2006,2219.86
02/06/2006,2219.41
05/06/2006,2169.62
06/06/2006,2162.78
07/06/2006,2151.80
08/06/2006,2145.32
09/06/2006,2135.06
12/06/2006,2091.32
13/06/2006,2072.47
14/06/2006,2086.00
15/06/2006,2144.15
16/06/2006,2129.95
19/06/2006,2110.42
20/06/2006,2107.06
21/06/2006,2141.20
22/06/2006,2122.98
23/06/2006,2121.47
26/06/2006,2133.67
27/06/2006,2100.25
28/06/2006,2111.84
29/06/2006,2174.38
30/06/2006,2172.09
03/07/2006,2190.43
05/07/2006,2153.34
06/07/2006,2155.09
07/07/2006,2130.06
10/07/2006,2116.93
11/07/2006,2128.86
12/07/2006,2090.24
13/07/2006,2054.11
14/07/2006,2037.35
17/07/2006,2037.72
18/07/2006,2043.22
19/07/2006,2080.71
20/07/2006,2039.42
21/07/2006,2020.39
24/07/2006,2061.84
25/07/2006,2073.90
26/07/2006,2070.46
27/07/2006,2054.47
28/07/2006,2094.14
31/07/2006,2091.47
01/08/2006,2061.99
02/08/2006,2078.81
03/08/2006,2092.34
04/08/2006,2085.05
07/08/2006,2072.50
08/08/2006,2060.85
09/08/2006,2060.28
10/08/2006,2071.74
11/08/2006,2057.71
14/08/2006,2069.04
15/08/2006,2115.01
16/08/2006,2149.54
17/08/2006,2157.61
18/08/2006,2163.95
21/08/2006,2147.75
22/08/2006,2150.02
23/08/2006,2134.66
24/08/2006,2137.11
25/08/2006,2140.29
28/08/2006,2160.70
29/08/2006,2172.30
30/08/2006,2185.73
31/08/2006,2183.75
01/09/2006,2193.16
05/09/2006,2205.70
06/09/2006,2167.84
07/09/2006,2155.29
08/09/2006,2165.79
11/09/2006,2173.25
12/09/2006,2215.82
13/09/2006,2227.67
14/09/2006,2228.73
15/09/2006,2235.59
18/09/2006,2235.75
19/09/2006,2222.37
20/09/2006,2252.89
21/09/2006,2237.75
22/09/2006,2218.93
25/09/2006,2249.07
26/09/2006,2261.34
27/09/2006,2263.39
28/09/2006,2270.02
29/09/2006,2258.43
02/10/2006,2237.60
03/10/2006,2243.65
04/10/2006,2290.95
05/10/2006,2306.34
06/10/2006,2299.99
09/10/2006,2311.77
10/10/2006,2315.43
11/10/2006,2308.27
12/10/2006,2346.18
13/10/2006,2357.29
16/10/2006,2363.84
17/10/2006,2344.95
18/10/2006,2337.15
19/10/2006,2340.94
20/10/2006,2342.30
23/10/2006,2355.56
24/10/2006,2344.84
25/10/2006,2356.59
26/10/2006,2379.10
27/10/2006,2350.62
30/10/2006,2363.77
31/10/2006,2366.71
01/11/2006,2334.35
02/11/2006,2334.02
03/11/2006,2330.79
06/11/2006,2365.95
07/11/2006,2375.88
08/11/2006,2384.94
09/11/2006,2376.01
10/11/2006,2389.72
13/11/2006,2406.38
14/11/2006,2430.66
15/11/2006,2442.75
16/11/2006,2449.06
17/11/2006,2445.86
20/11/2006,2452.72
21/11/2006,2454.84
22/11/2006,2465.98
24/11/2006,2460.26
27/11/2006,2405.92
28/11/2006,2412.61
29/11/2006,2432.23
30/11/2006,2431.77
01/12/2006,2413.21
04/12/2006,2448.39
05/12/2006,2452.38
06/12/2006,2445.86
07/12/2006,2427.69
08/12/2006,2437.36
11/12/2006,2442.86
12/12/2006,2431.60
13/12/2006,2432.41
14/12/2006,2453.85
15/12/2006,2457.20
18/12/2006,2435.57
19/12/2006,2429.55
20/12/2006,2427.61
21/12/2006,2415.85
22/12/2006,2401.18
26/12/2006,2413.51
27/12/2006,2431.22
28/12/2006,2425.57
29/12/2006,2415.29
03/01/2007,2423.16
04/01/2007,2453.43
05/01/2007,2434.25
08/01/2007,2438.20
09/01/2007,2443.83
10/01/2007,2459.33
11/01/2007,2484.85
12/01/2007,2502.82
16/01/2007,2497.78
17/01/2007,2479.42
18/01/2007,2443.21
19/01/2007,2451.31
22/01/2007,2431.07
23/01/2007,2431.41
24/01/2007,2466.28
25/01/2007,2434.24
26/01/2007,2435.49
29/01/2007,2441.09
30/01/2007,2448.64
31/01/2007,2463.93
01/02/2007,2468.38
02/02/2007,2475.88
05/02/2007,2470.60
06/02/2007,2471.49
07/02/2007,2490.50
08/02/2007,2488.67
09/02/2007,2459.82
12/02/2007,2450.38
13/02/2007,2459.88
14/02/2007,2488.38
15/02/2007,2497.10
16/02/2007,2496.31
20/02/2007,2513.04
21/02/2007,2518.42
22/02/2007,2524.94
23/02/2007,2515.10
26/02/2007,2504.52
27/02/2007,2407.86
28/02/2007,2416.15
01/03/2007,2404.21
02/03/2007,2368.00
05/03/2007,2340.68
06/03/2007,2385.14
07/03/2007,2374.64
08/03/2007,2387.73
09/03/2007,2387.55
12/03/2007,2402.29
13/03/2007,2350.57
14/03/2007,2371.74
15/03/2007,2378.70
16/03/2007,2372.66
19/03/2007,2394.41
20/03/2007,2408.21
21/03/2007,2455.92
22/03/2007,2451.74
23/03/2007,2448.93
26/03/2007,2455.63
27/03/2007,2437.43
28/03/2007,2417.10
29/03/2007,2417.88
30/03/2007,2421.64
02/04/2007,2422.26
03/04/2007,2450.33
04/04/2007,2458.69
05/04/2007,2471.34
09/04/2007,2469.18
10/04/2007,2477.61
11/04/2007,2459.31
12/04/2007,2480.32
13/04/2007,2491.94
16/04/2007,2518.33
17/04/2007,2516.95
18/04/2007,2510.50
19/04/2007,2505.35
20/04/2007,2526.39
23/04/2007,2523.67
24/04/2007,2524.54
25/04/2007,2547.89
26/04/2007,2554.46
27/04/2007,2557.21
30/04/2007,2525.09
01/05/2007,2531.53
02/05/2007,2557.84
03/05/2007,2565.46
04/05/2007,2572.15
07/05/2007,2570.95
08/05/2007,2571.75
09/05/2007,2576.34
10/05/2007,2533.74
11/05/2007,2562.22
14/05/2007,2546.44
15/05/2007,2525.29
16/05/2007,2547.42
17/05/2007,2539.38
18/05/2007,2558.45
21/05/2007,2578.79
22/05/2007,2588.02
23/05/2007,2577.05
24/05/2007,2537.92
25/05/2007,2557.19
29/05/2007,2572.06
30/05/2007,2592.59
31/05/2007,2604.52
01/06/2007,2613.92
04/06/2007,2618.29
05/06/2007,2611.23
06/06/2007,2587.18
07/06/2007,2541.38
08/06/2007,2573.54
11/06/2007,2572.15
12/06/2007,2549.77
13/06/2007,2582.31
14/06/2007,2599.41
15/06/2007,2626.71
18/06/2007,2626.60
19/06/2007,2626.76
20/06/2007,2599.96
21/06/2007,2616.96
22/06/2007,2588.96
25/06/2007,2577.08
26/06/2007,2574.16
27/06/2007,2605.35
28/06/2007,2608.37
29/06/2007,2603.23
02/07/2007,2632.30
03/07/2007,2644.95
05/07/2007,2656.65
06/07/2007,2666.51
09/07/2007,2670.02
10/07/2007,2639.16
11/07/2007,2651.79
12/07/2007,2701.73
13/07/2007,2707.00
16/07/2007,2697.33
17/07/2007,2712.29
18/07/2007,2699.49
19/07/2007,2720.04
20/07/2007,2687.60
23/07/2007,2690.58
24/07/2007,2639.86
25/07/2007,2648.17
26/07/2007,2599.34
27/07/2007,2561.56
30/07/2007,2582.57
31/07/2007,2545.57
01/08/2007,2553.87
02/08/2007,2575.98
03/08/2007,2511.25
06/08/2007,2547.33
07/08/2007,2561.60
08/08/2007,2612.98
09/08/2007,2556.49
10/08/2007,2544.89
13/08/2007,2542.24
14/08/2007,2499.12
15/08/2007,2458.83
16/08/2007,2451.07
17/08/2007,2505.03
20/08/2007,2508.59
21/08/2007,2521.30
22/08/2007,2552.80
23/08/2007,2541.70
24/08/2007,2576.69
27/08/2007,2561.25
28/08/2007,2500.64
29/08/2007,2563.16
30/08/2007,2565.30
31/08/2007,2596.36
04/09/2007,2630.24
05/09/2007,2605.95
06/09/2007,2614.32
07/09/2007,2565.70
10/09/2007,2559.11
11/09/2007,2597.47
12/09/2007,2592.07
13/09/2007,2601.06
14/09/2007,2602.18
17/09/2007,2581.66
18/09/2007,2651.66
19/09/2007,2666.48
20/09/2007,2654.29
21/09/2007,2671.22
24/09/2007,2667.95
25/09/2007,2683.45
26/09/2007,2699.03
27/09/2007,2709.59
28/09/2007,2701.50
01/10/2007,2740.99
02/10/2007,2747.11
03/10/2007,2729.43
04/10/2007,2733.57
05/10/2007,2780.32
08/10/2007,2787.37
09/10/2007,2803.91
10/10/2007,2811.61
11/10/2007,2772.20
12/10/2007,2805.68
15/10/2007,2780.05
16/10/2007,2763.91
17/10/2007,2792.67
18/10/2007,2799.31
19/10/2007,2725.16
22/10/2007,2753.93
23/10/2007,2799.26
24/10/2007,2774.76
25/10/2007,2750.86
26/10/2007,2804.19
29/10/2007,2817.44
30/10/2007,2816.71
31/10/2007,2859.12
01/11/2007,2794.83
02/11/2007,2810.38
05/11/2007,2795.18
06/11/2007,2825.18
07/11/2007,2748.76
08/11/2007,2696.00
09/11/2007,2627.94
12/11/2007,2584.13
13/11/2007,2673.65
14/11/2007,2644.32
15/11/2007,2618.51
16/11/2007,2637.24
19/11/2007,2593.38
20/11/2007,2596.81
21/11/2007,2562.15
23/11/2007,2596.60
26/11/2007,2540.99
27/11/2007,2580.80
28/11/2007,2662.91
29/11/2007,2668.13
30/11/2007,2660.96
03/12/2007,2637.13
04/12/2007,2619.83
05/12/2007,2666.36
06/12/2007,2709.03
07/12/2007,2706.16
10/12/2007,2718.95
11/12/2007,2652.35
12/12/2007,2671.14
13/12/2007,2668.49
14/12/2007,2635.74
17/12/2007,2574.46
18/12/2007,2596.03
19/12/2007,2601.01
20/12/2007,2640.86
21/12/2007,2691.99
24/12/2007,2713.50
26/12/2007,2724.41
27/12/2007,2676.79
28/12/2007,2674.46
31/12/2007,2652.28
02/01/2008,2609.63
03/01/2008,2602.68
04/01/2008,2504.65
07/01/2008,2499.46
08/01/2008,2440.51
09/01/2008,2474.55
10/01/2008,2488.52
11/01/2008,2439.94
14/01/2008,2478.30
15/01/2008,2417.59
16/01/2008,2394.59
17/01/2008,2346.90
18/01/2008,2340.02
22/01/2008,2292.27
23/01/2008,2316.41
24/01/2008,2360.92
25/01/2008,2326.20
28/01/2008,2349.91
29/01/2008,2358.06
30/01/2008,2349.00
31/01/2008,2389.86
01/02/2008,2413.36
04/02/2008,2382.85
05/02/2008,2309.57
06/02/2008,2278.75
07/02/2008,2293.03
08/02/2008,2304.85
11/02/2008,2320.06
12/02/2008,2320.04
13/02/2008,2373.93
14/02/2008,2332.54
15/02/2008,2321.80
19/02/2008,2306.20
20/02/2008,2327.10
21/02/2008,2299.78
22/02/2008,2303.35
25/02/2008,2327.48
26/02/2008,2344.99
27/02/2008,2353.78
28/02/2008,2331.57
29/02/2008,2271.48
03/03/2008,2258.60
04/03/2008,2260.28
05/03/2008,2272.81
06/03/2008,2220.50
07/03/2008,2212.49
10/03/2008,2169.34
11/03/2008,2255.76
12/03/2008,2243.87
13/03/2008,2263.61
14/03/2008,2212.49
17/03/2008,2177.01
18/03/2008,2268.26
19/03/2008,2209.96
20/03/2008,2258.11
24/03/2008,2326.75
25/03/2008,2341.05
26/03/2008,2324.36
27/03/2008,2280.83
28/03/2008,2261.18
31/03/2008,2279.10
01/04/2008,2362.75
02/04/2008,2361.40
03/04/2008,2363.30
04/04/2008,2370.98
07/04/2008,2364.83
08/04/2008,2348.76
09/04/2008,2322.12
10/04/2008,2351.70
11/04/2008,2290.24
14/04/2008,2275.82
15/04/2008,2286.04
16/04/2008,2350.11
17/04/2008,2341.83
18/04/2008,2402.97
21/04/2008,2408.04
22/04/2008,2376.94
23/04/2008,2405.21
24/04/2008,2428.92
25/04/2008,2422.93
28/04/2008,2424.40
29/04/2008,2426.10
30/04/2008,2412.80
01/05/2008,2480.71
02/05/2008,2476.99
05/05/2008,2464.12
06/05/2008,2483.31
07/05/2008,2438.49
08/05/2008,2451.24
09/05/2008,2445.52
12/05/2008,2488.49
13/05/2008,2495.12
14/05/2008,2496.70
15/05/2008,2533.73
16/05/2008,2528.85
19/05/2008,2516.09
20/05/2008,2492.26
21/05/2008,2448.27
22/05/2008,2464.58
23/05/2008,2444.67
27/05/2008,2481.24
28/05/2008,2486.70
29/05/2008,2508.32
30/05/2008,2522.66
02/06/2008,2491.53
03/06/2008,2480.48
04/06/2008,2503.14
05/06/2008,2549.94
06/06/2008,2474.56
09/06/2008,2459.46
10/06/2008,2448.94
11/06/2008,2394.01
12/06/2008,2404.35
13/06/2008,2454.50
16/06/2008,2474.78
17/06/2008,2457.73
18/06/2008,2429.71
19/06/2008,2462.06
20/06/2008,2406.09
23/06/2008,2385.74
24/06/2008,2368.28
25/06/2008,2401.26
26/06/2008,2321.37
27/06/2008,2315.63
30/06/2008,2292.98
01/07/2008,2304.97
02/07/2008,2251.46
03/07/2008,2245.38
07/07/2008,2243.32
08/07/2008,2294.44
09/07/2008,2234.89
10/07/2008,2257.85
11/07/2008,2239.08
14/07/2008,2212.87
15/07/2008,2215.71
16/07/2008,2284.85
17/07/2008,2312.30
18/07/2008,2282.78
21/07/2008,2279.53
22/07/2008,2303.96
23/07/2008,2325.88
24/07/2008,2280.11
25/07/2008,2310.53
28/07/2008,2264.22
29/07/2008,2319.62
30/07/2008,2329.72
31/07/2008,2325.55
01/08/2008,2310.96
04/08/2008,2285.56
05/08/2008,2349.83
06/08/2008,2378.37
07/08/2008,2355.73
08/08/2008,2414.10
11/08/2008,2439.95
12/08/2008,2430.61
13/08/2008,2428.62
14/08/2008,2453.67
15/08/2008,2452.52
18/08/2008,2416.98
19/08/2008,2384.36
20/08/2008,2389.08
21/08/2008,2380.38
22/08/2008,2414.71
25/08/2008,2365.59
26/08/2008,2361.97
27/08/2008,2382.46
28/08/2008,2411.64
29/08/2008,2367.52
02/09/2008,2349.24
03/09/2008,2333.73
04/09/2008,2259.04
05/09/2008,2255.88
08/09/2008,2269.76
09/09/2008,2209.81
10/09/2008,2228.70
11/09/2008,2258.22
12/09/2008,2261.27
15/09/2008,2179.91
16/09/2008,2207.90
17/09/2008,2098.85
18/09/2008,2199.10
19/09/2008,2273.90
22/09/2008,2178.98
23/09/2008,2153.33
24/09/2008,2155.68
25/09/2008,2186.57
26/09/2008,2183.34
29/09/2008,1983.73
30/09/2008,2082.33
01/10/2008,2069.40
02/10/2008,1976.72
03/10/2008,1947.39
06/10/2008,1862.96
07/10/2008,1754.88
08/10/2008,1740.33
09/10/2008,1645.12
10/10/2008,1649.51
13/10/2008,1844.25
14/10/2008,1779.01
15/10/2008,1628.33
16/10/2008,1717.71
17/10/2008,1711.29
20/10/2008,1770.03
21/10/2008,1696.68
22/10/2008,1615.75
23/10/2008,1603.91
24/10/2008,1552.03
27/10/2008,1505.90
28/10/2008,1649.47
29/10/2008,1657.21
30/10/2008,1698.52
31/10/2008,1720.95
03/11/2008,1726.33
04/11/2008,1780.12
05/11/2008,1681.64
06/11/2008,1608.70
07/11/2008,1647.40
10/11/2008,1616.74
11/11/2008,1580.90
12/11/2008,1499.21
13/11/2008,1596.70
14/11/2008,1516.85
17/11/2008,1482.05
18/11/2008,1483.27
19/11/2008,1386.42
20/11/2008,1316.12
21/11/2008,1384.35
24/11/2008,1472.02
25/11/2008,1464.73
26/11/2008,1532.10
28/11/2008,1535.57
01/12/2008,1398.07
02/12/2008,1449.80
03/12/2008,1492.38
04/12/2008,1445.56
05/12/2008,1509.31
08/12/2008,1571.74
09/12/2008,1547.34
10/12/2008,1565.48
11/12/2008,1507.88
12/12/2008,1540.72
15/12/2008,1508.34
16/12/2008,1589.89
17/12/2008,1579.31
18/12/2008,1552.37
19/12/2008,1564.32
22/12/2008,1532.35
23/12/2008,1521.54
24/12/2008,1524.90
26/12/2008,1530.24
29/12/2008,1510.32
30/12/2008,1550.70
31/12/2008,1577.03
02/01/2009,1632.21
05/01/2009,1628.03
06/01/2009,1652.38
07/01/2009,1599.06
08/01/2009,1617.01
09/01/2009,1571.59
12/01/2009,1538.79
13/01/2009,1546.46
14/01/2009,1489.64
15/01/2009,1511.84
16/01/2009,1529.33
20/01/2009,1440.86
21/01/2009,1507.07
22/01/2009,1465.49
23/01/2009,1477.29
26/01/2009,1489.46
27/01/2009,1504.90
28/01/2009,1558.34
29/01/2009,1507.84
30/01/2009,1476.42
02/02/2009,1494.43
03/02/2009,1516.30
04/02/2009,1515.05
05/02/2009,1546.24
06/02/2009,1591.71
09/02/2009,1591.56
10/02/2009,1524.73
11/02/2009,1530.50
12/02/2009,1541.71
13/02/2009,1534.36
17/02/2009,1470.66
18/02/2009,1467.97
19/02/2009,1442.82
20/02/2009,1441.23
23/02/2009,1387.72
24/02/2009,1441.83
25/02/2009,1425.43
26/02/2009,1391.47
27/02/2009,1377.84
02/03/2009,1322.85
03/03/2009,1321.01
04/03/2009,1353.74
05/03/2009,1299.59
06/03/2009,1293.85
09/03/2009,1268.64
10/03/2009,1358.28
11/03/2009,1371.64
12/03/2009,1426.10
13/03/2009,1431.50
16/03/2009,1404.02
17/03/2009,1462.11
18/03/2009,1491.22
19/03/2009,1483.48
20/03/2009,1457.27
23/03/2009,1555.77
24/03/2009,1516.52
25/03/2009,1528.95
26/03/2009,1587.00
27/03/2009,1545.20
30/03/2009,1501.80
31/03/2009,1528.59
01/04/2009,1551.60
02/04/2009,1602.63
03/04/2009,1621.87
06/04/2009,1606.71
07/04/2009,1561.61
08/04/2009,1590.66
